parcel ,container,Unipuck,1,5HT3,sample1,barcode,Default,P1,90,90,90,0,0,0,beam,1,111,11,1,P121,smiles,comments
parcel ,container,Unipuck,2,5HT3,sample2,barcode,Default,P1,90,90,90,0,0,0,beam,2,112,12,2,P121,smiles,comments
parcel ,container,Unipuck,3,5HT3,sample3,barcode,Default,P1,90,90,90,0,0,0,beam,3,113,13,3,P121,smiles,comments
parcel ,container,Unipuck,4,5HT3,sample4,barcode,Default,P1,90,90,90,0,0,0,beam,4,114,14,4,P121,smiles,comments
parcel ,container,Unipuck,5,5HT3,sample5,barcode,Default,P1,90,90,90,0,0,0,beam,5,115,15,5,P121,smiles,comments
parcel ,container,Unipuck,6,5HT3,sample6,barcode,Default,P1,90,90,90,0,0,0,beam,6,116,16,6,P121,smiles,comments
parcel ,container,Unipuck,7,5HT3,sample7,barcode,Default,P1,90,90,90,0,0,0,beam,7,117,17,7,P121,smiles,comments
parcel ,container,Unipuck,8,5HT3,sample8,barcode,Default,P1,90,90,90,0,0,0,beam,8,118,18,8,P121,smiles,comments
parcel ,container,Unipuck,9,5HT3,sample9,barcode,Default,P1,90,90,90,0,0,0,beam,9,119,19,9,P121,smiles,comments
parcel ,container,Unipuck,10,5HT3,sample10,barcode,Default,P1,90,90,90,0,0,0,beam,10,120,20,10,P121,smiles,comments
parcel ,container,Unipuck,11,5HT3,sample11,barcode,Default,P1,90,90,90,0,0,0,beam,11,121,21,11,P121,smiles,comments
parcel ,container,Unipuck,12,5HT3,sample12,barcode,Default,P1,90,90,90,0,0,0,beam,12,122,22,12,P121,smiles,comments
parcel ,container,Unipuck,13,5HT3,sample13,barcode,Default,P1,90,90,90,0,0,0,beam,13,123,23,13,P121,smiles,comments
parcel ,container,Unipuck,14,5HT3,sample14,barcode,Default,P1,90,90,90,0,0,0,beam,14,124,24,14,P121,smiles,comments
parcel ,container,Unipuck,15,5HT3,sample15,barcode,Default,P1,90,90,90,0,0,0,beam,15,125,25,15,P121,smiles,comments
parcel ,container,Unipuck,16,5HT3,sample16,barcode,Default,P1,90,90,90,0,0,0,beam,16,126,26,16,P121,smiles,comments
parcel ,contaner2,Spinepuck,1,5HT3,sample1,barcode,Default,P1,90,90,90,0,0,0,beam,17,127,27,17,P121,smiles,comments
parcel ,contaner2,Spinepuck,2,5HT3,sample2,barcode,Default,P1,90,90,90,0,0,0,beam,18,128,28,18,P121,smiles,comments
parcel ,contaner2,Spinepuck,3,5HT3,sample3,barcode,Default,P1,90,90,90,0,0,0,beam,19,129,29,19,P121,smiles,comments
parcel ,contaner2,Spinepuck,4,5HT3,sample4,barcode,Default,P1,90,90,90,0,0,0,beam,20,130,30,20,P121,smiles,comments
parcel ,contaner2,Spinepuck,5,5HT3,sample5,barcode,Default,P1,90,90,90,0,0,0,beam,21,131,31,21,P121,smiles,comments
parcel ,contaner2,Spinepuck,6,5HT3,sample6,barcode,Default,P1,90,90,90,0,0,0,beam,22,132,32,22,P121,smiles,comments
parcel ,contaner2,Spinepuck,7,5HT3,sample7,barcode,Default,P1,90,90,90,0,0,0,beam,23,133,33,23,P121,smiles,comments
parcel ,contaner2,Spinepuck,8,5HT3,sample8,barcode,Default,P1,90,90,90,0,0,0,beam,24,134,34,24,P121,smiles,comments
parcel ,contaner2,Spinepuck,9,5HT3,sample9,barcode,Default,P1,90,90,90,0,0,0,beam,25,135,35,25,P121,smiles,comments
parcel ,contaner2,Spinepuck,10,5HT3,sample10,barcode,Default,P1,90,90,90,0,0,0,beam,26,136,36,26,P121,smiles,comments
parcel2,container,Spinepuck,1,5HT3,sample1,barcode,Default,P1,90,90,90,0,0,0,beam,27,137,37,27,P121,smiles,comments
parcel2,container,Spinepuck,2,5HT3,sample2,barcode,Default,P1,90,90,90,0,0,0,beam,28,138,38,28,P121,smiles,comments
parcel2,container,Spinepuck,3,5HT3,sample3,barcode,Default,P1,90,90,90,0,0,0,beam,29,139,39,29,P121,smiles,comments
parcel2,container,Spinepuck,4,5HT3,sample4,barcode,Default,P1,90,90,90,0,0,0,beam,30,140,40,30,P121,smiles,comments
parcel2,container,Spinepuck,5,5HT3,sample5,barcode,Default,P1,90,90,90,0,0,0,beam,31,141,41,31,P121,smiles,comments
parcel2,container,Spinepuck,6,5HT3,sample6,barcode,Default,P1,90,90,90,0,0,0,beam,32,142,42,32,P121,smiles,comments
parcel2,container,Spinepuck,7,5HT3,sample7,barcode,Default,P1,90,90,90,0,0,0,beam,33,143,43,33,P121,smiles,comments
parcel2,container,Spinepuck,8,5HT3,sample8,barcode,Default,P1,90,90,90,0,0,0,beam,34,144,44,34,P121,smiles,comments
parcel2,container,Spinepuck,9,5HT3,sample9,barcode,Default,P1,90,90,90,0,0,0,beam,35,145,45,35,P121,smiles,comments
parcel2,container,Spinepuck,10,5HT3,sample10,barcode,Default,P1,90,90,90,0,0,0,beam,36,146,46,36,P121,smiles,comments
